site,edition,classification,t,n,m,grade,location,stage,note
Hypopharynx,AJCC7,any,T4,N2,M0,Any,Any,IVA,"source_page=62; extract_method=stage_carried; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Hypopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease."
Hypopharynx,AJCC7,any,Any,N3,M0,Any,Any,IVB,"source_page=62; extract_method=stage_first; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Hypopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease."
Hypopharynx,AJCC7,any,Any,Any,M1,Any,Any,IVC,"source_page=62; extract_method=stage_first; duplicate_source_page=69 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Pharynx (Including base of tongue, soft palate, and uvula) -> tool_site=Hypopharynx; AJCC7 uses a broader Pharynx chapter; AJCC8 splits pharyngeal sites/HPV-mediated disease."
Maxillary Sinus,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=85; extract_method=stage_first; extra_factors/raw_extra=C30.0 Nasal cavity; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=85; extract_method=stage_first; extra_factors/raw_extra=C31.0 Maxillary sinus; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=85; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T1,N1,M0,Any,Any,III,source_page=85; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T2,N1,M0,Any,Any,III,"source_page=85; extract_method=stage_carried; extra_factors/raw_extra=8000-8576, 8940-8950,; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites."
Maxillary Sinus,AJCC7,any,T3,N1,M0,Any,Any,III,source_page=85; extract_method=stage_carried; extra_factors/raw_extra=8980-8981; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T4a,N0,M0,Any,Any,IVA,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T4a,N1,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T1,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T2,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T3,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T4a,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,T4b,Any,M0,Any,Any,IVB,source_page=85; extract_method=stage_first; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,Any,N3,M0,Any,Any,IVB,source_page=85; extract_method=stage_carried; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Maxillary Sinus,AJCC7,any,Any,Any,M1,Any,Any,IVC,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Maxillary Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=85; extract_method=stage_first; extra_factors/raw_extra=C30.0 Nasal cavity; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=85; extract_method=stage_first; extra_factors/raw_extra=C31.0 Maxillary sinus; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=85; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T1,N1,M0,Any,Any,III,source_page=85; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T2,N1,M0,Any,Any,III,"source_page=85; extract_method=stage_carried; extra_factors/raw_extra=8000-8576, 8940-8950,; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites."
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T3,N1,M0,Any,Any,III,source_page=85; extract_method=stage_carried; extra_factors/raw_extra=8980-8981; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T4a,N0,M0,Any,Any,IVA,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T4a,N1,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T1,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T2,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T3,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T4a,N2,M0,Any,Any,IVA,source_page=85; extract_method=stage_carried; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,T4b,Any,M0,Any,Any,IVB,source_page=85; extract_method=stage_first; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,Any,N3,M0,Any,Any,IVB,source_page=85; extract_method=stage_carried; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Nasal Cavity and Ethmoid Sinus,AJCC7,any,Any,Any,M1,Any,Any,IVC,source_page=85; extract_method=stage_first; duplicate_source_page=88; duplicate_source_page=92 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Nasal Cavity and Paranasal Sinuses -> tool_site=Nasal Cavity and Ethmoid Sinus; AJCC7 uses a broader nasal cavity/paranasal sinus chapter; AJCC8 may split sites.
Larynx: Supraglottis,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=73; extract_method=stage_first; extra_factors/raw_extra=C10.1 Anterior (lingual); duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=73; extract_method=stage_first; extra_factors/raw_extra=surface of epiglottis; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=73; extract_method=stage_first; extra_factors/raw_extra=C32.1 Supraglottis; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=73; extract_method=stage_first; extra_factors/raw_extra=(laryngeal surface); duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T1,N1,M0,Any,Any,III,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=C32.2 Subglottis; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T2,N1,M0,Any,Any,III,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=C32.8* Overlapping lesion; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T3,N1,M0,Any,Any,III,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=of larynx; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T4a,N0,M0,Any,Any,IVA,source_page=73; extract_method=stage_first; extra_factors/raw_extra=*Stage by location of tumor; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T4a,N1,M0,Any,Any,IVA,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=bulk or epicenter; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T1,N2,M0,Any,Any,IVA,source_page=73; extract_method=stage_carried; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T2,N2,M0,Any,Any,IVA,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
Larynx: Supraglottis,AJCC7,any,T3,N2,M0,Any,Any,IVA,source_page=73; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=76; duplicate_source_page=80 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Larynx -> tool_site=Larynx: Supraglottis; Tool split by laryngeal subsite; uploaded rule rows may be from broader Larynx chapter.
